,date,Trump_Tweet
690,05 Oct 17,Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!
691,29 Sep 17,This week we came one step closer to reaching the goal of aligning the skills taught in our nation’s classrooms with the jobs of the future. https://t.co/9s1ggeIJJ5
692,27 Sep 17,..But the people were Pro-Trump! Virtually no President has accomplished what we have accomplished in the first 9 months-and economy roaring
693,26 Sep 17,"...owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA"
694,14 Sep 17,"Does anybody really want to throw out good, educated and accomplished young people who have jobs, some serving in the military? Really!....."
695,14 Sep 17,China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!
696,07 Sep 17,"RT @GOP: .@POTUS: I want to work with Congress, Republicans, and Democrats on a plan that is pro-growth, pro-jobs, pro-worker, and pro-Amer…"
697,02 Sep 17,Stock Market up 5 months in a row!
698,31 Aug 17,RT @IvankaTrump: We must reform our tax code so that all Americans can succeed in our modern economy & achieve the American Dream! #TaxRefo…
699,16 Aug 17,"RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comfor…"
700,16 Aug 17,"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!"
701,15 Aug 17,"For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!"
702,15 Aug 17,.@Merck Pharma is a leader in higher & higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back & LOWER PRICES!
703,12 Aug 17,"As promised on the campaign trail, we will provide opportunity for Americans to gain skills needed to succeed & thrive as the economy grows! https://t.co/ZycW4PPcU5"
704,11 Aug 17,We want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmBn4
705,08 Aug 17,RT @FoxNews: Jobs added during @POTUS' time in office. https://t.co/zD0FkFvHVx
706,07 Aug 17,"...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs....."
707,07 Aug 17,"The Fake News refuses to report the success of the first 6 months: S.C., surging economy & jobs,border & military security,ISIS & MS-13 etc."
708,05 Aug 17,"RT @IvankaTrump: Since @realDonaldTrump inauguration, over 1 million net new jobs have been created in the American economy! #MAGA"
709,04 Aug 17,"RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1…"
710,04 Aug 17,Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!
711,04 Aug 17,Toyota & Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!
712,03 Aug 17,I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business & jobs will grow.
713,03 Aug 17,Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!
714,01 Aug 17,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!"
715,01 Aug 17,"Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!"
716,31 Jul 17,"Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!"
717,27 Jul 17,"Thank you Foxconn, for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSA🇺🇸 https://t.co/jJghVeb63s"
718,25 Jul 17,"""America's Labor Market Continues to Boom"" JOBS, JOBS, JOBS! https://t.co/LuOaR1Iz2e"
719,25 Jul 17,Working on major Trade Deal with the United Kingdom. Could be very big & exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!
720,24 Jul 17,"Thank you to @LOUDOBBS for giving the first six months of the Trump Administration an A+. S.C.,reg cutting,Stock M, jobs,border etc. = TRUE!"
721,21 Jul 17,"Billions of dollars in investments & thousands of new jobs in America! An initiative via Corning, Merck & Pfizer: https://t.co/QneN48bSiq https://t.co/5VtMfuY3PM"
722,13 Jul 17,"JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/HScS4Y9ZJK"
723,13 Jul 17,Stock market hits another high with spirit and enthusiasm so positive. Jobs outlook looking very good! #MAGA🇺🇸 https://t.co/Vwxsb2vWGe
724,12 Jul 17,"""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."" https://t.co/gDGgejqFMs"
725,04 Jul 17,Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?
726,03 Jul 17,"Really great numbers on jobs & the economy! Things are starting to kick in now, and we have just begun! Don't like steel & aluminum dumping!"
727,03 Jul 17,"At some point the Fake News will be forced to discuss our great jobs numbers, strong economy, success with ISIS, the border & so much else!"
728,30 Jun 17,Our new American Energy Policy will unlock MILLIONS of jobs & TRILLIONS in wealth. We are on the cusp of a true ene… https://t.co/w5Y7UXZSSD
729,16 Jun 17,"Despite the phony Witch Hunt going on in America, the economic & jobs numbers are great. Regulations way down, jobs and enthusiasm way up!"
730,13 Jun 17,"Just arrived in Wisconsin to discuss JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/lEJ9S817yb"
731,13 Jun 17,"Heading to the Great State of Wisconsin to talk about JOBS, JOBS, JOBS! Big progress being made as the Real News is reporting."
732,12 Jun 17,"Great numbers on the economy. All of our work, including the passage of many bills & regulation killing Executive Orders, now kicking in!"
733,10 Jun 17,"It is time to rebuild OUR country, to bring back OUR jobs, to restore OUR dreams, & yes, to put #AmericaFirst! TY O… https://t.co/2b2bXwxGkA"
734,02 Jun 17,RT @Reince45: Promise kept. @POTUS exits flawed #ParisAccord to seek better deal for U.S. workers & economy. This WH will always put #Ameri…
735,02 Jun 17,"RT @VP: Our President is choosing to put American jobs, American consumers, American energy, and American industry first. https://t.co/y2Op…"
736,02 Jun 17,RT @foxandfriends: Wall Street hits record highs after Trump pulls out of Climate pact https://t.co/PDmwj13Lus
737,26 May 17,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.
738,06 May 17,Great jobs report today - It is all beginning to work!
739,05 May 17,"JOBS, JOBS, JOBS! https://t.co/UR0eetSEnO"
740,01 May 17,#ICYMI- On Saturday I signed two EO's to help keep jobs & wealth in our country.
741,28 Apr 17,"RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http…"
742,26 Apr 17,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.
743,18 Apr 17,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO"
744,13 Apr 17,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!"
745,13 Apr 17,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!"
746,06 Apr 17,"JOBS, JOBS, JOBS!"
747,05 Apr 17,Great to talk jobs with #NABTU2017. Tremendous spirit & optimism - we will deliver! https://t.co/6lRuQZZHrc
748,28 Mar 17,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!
749,24 Mar 17,"Today, I was thrilled to announce a commitment of $25 BILLION & 20K AMERICAN JOBS over the next 4 years. THANK YOU… https://t.co/nWJ1hNmzoR"
750,17 Mar 17,RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8
751,14 Mar 17,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA"
752,09 Mar 17,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK
753,08 Mar 17,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.
754,07 Mar 17,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!"
755,07 Mar 17,"Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
756,07 Mar 17,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! https://t.co/BNSLvKiEVj
757,06 Mar 17,"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!"
758,06 Mar 17,"Buy American & hire American are the principals at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
759,02 Mar 17,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!"
760,24 Feb 17,'S&P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU
761,17 Feb 17,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it."
762,16 Feb 17,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!
763,08 Feb 17,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!… https://t.co/oicfDsPKHQ"
764,03 Feb 17,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!"
765,30 Jan 17,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?
766,26 Jan 17,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting."
767,24 Jan 17,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!
768,23 Jan 17,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.
769,20 Jan 17,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!
